Date,OpeningTrend,OpenLocation,PrevDayContext,FirstCandleType,RangeStatus,Result,ResultRet%
2025-05-20,BULL,OOL,TR,HUGE OPEN,WAR,BEAR,-2.373
2025-05-21,TR,OOL,TR,DOJI,SWR,TR,0.229
2025-05-22,BEAR,OIM,TR,DOJI,WBR,TR,0.041
2025-05-23,BULL,OOH,TR,NORMAL,WAR,TR,0.356
2025-05-26,BULL,OAR,TR,NORMAL,SAR,TR,0.115
2025-05-27,BEAR,OOH,TR,HUGE OPEN,SWR,TR,0.548
2025-05-28,BULL,OAR,TR,HUGE OPEN,SAR,BULL,2.223
2025-05-29,BEAR,OOH,BULL,NORMAL,SWR,BULL,1.272
2025-05-30,TR,OIM,TR,NORMAL,SWR,BULL,1.973
2025-06-02,BULL,OOH,TR,NORMAL,SWR,BULL,0.7
2025-06-03,TR,OOH,TR,NORMAL,WAR,BEAR,-1.181
2025-06-04,BEAR,OOL,BEAR,DOJI,WBR,TR,0.421
2025-06-05,TR,OIM,TR,DOJI,SWR,TR,0.267
2025-06-06,TR,OIM,TR,NORMAL,SWR,TR,0.172
2025-06-09,BEAR,OOH,TR,HUGE OPEN,WAR,TR,0.016
2025-06-10,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.587
2025-06-11,BEAR,OOL,BEAR,NORMAL,SWR,BULL,1.723
2025-06-12,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-1.514
2025-06-13,BULL,OBR,BEAR,NORMAL,SBR,TR,0.369
2025-06-16,TR,OIM,TR,NORMAL,SWR,BULL,1.714
2025-06-17,BULL,OOH,BULL,DOJI,WAR,TR,-0.478
2025-06-18,TR,OBR,TR,NORMAL,SWR,BEAR,-1.287
2025-06-19,BULL,OOL,BEAR,DOJI,SWR,BEAR,-1.271
2025-06-20,BULL,OOL,TR,NORMAL,SWR,BULL,0.856
2025-06-23,BULL,OOL,BULL,NORMAL,SWR,TR,0.476
2025-06-24,TR,OOH,TR,DOJI,SWR,TR,0.016
2025-06-25,TR,OIM,TR,NORMAL,SWR,TR,0.269
2025-06-26,BULL,OOH,TR,NORMAL,WAR,TR,0.361
2025-06-27,TR,OOH,BULL,NORMAL,WAR,TR,-0.417
2025-06-30,BULL,OIM,TR,HUGE OPEN,WAR,BULL,0.657
2025-07-01,BEAR,OOH,BULL,NORMAL,SWR,TR,-0.252
2025-07-02,TR,OOL,TR,NORMAL,SWR,BEAR,-0.883
2025-07-03,BEAR,OOL,BEAR,NORMAL,SWR,BEAR,-0.785
2025-07-04,TR,OOL,BEAR,NORMAL,SWR,BEAR,-0.947
2025-07-07,TR,OIM,TR,DOJI,SWR,TR,-0.042
2025-07-08,TR,OIM,TR,NORMAL,SWR,TR,0.243
2025-07-09,TR,OOH,TR,DOJI,SWR,TR,-0.2
2025-07-10,TR,OBR,TR,DOJI,SBR,BEAR,-1.073
2025-07-11,TR,OOL,BEAR,NORMAL,SWR,TR,-0.485
2025-07-14,BEAR,OOL,TR,NORMAL,WBR,TR,0.339
2025-07-15,TR,OIM,TR,HUGE OPEN,WAR,TR,0.038
2025-07-16,BULL,OAR,BULL,NORMAL,SWR,TR,0.183
2025-07-17,BEAR,OOH,TR,NORMAL,SWR,TR,-0.151
2025-07-18,BEAR,OOL,TR,NORMAL,SWR,BEAR,-0.705
2025-07-21,TR,OBR,TR,NORMAL,SWR,BULL,0.832
2025-07-22,BEAR,OOH,BULL,NORMAL,WAR,BEAR,-0.792
2025-07-23,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.463
2025-07-24,TR,OIM,TR,DOJI,SWR,TR,-0.552
2025-07-25,BEAR,OBR,TR,NORMAL,SBR,BEAR,-1.212
2025-07-28,BULL,OBR,BEAR,NORMAL,SWR,TR,0.247
2025-07-29,TR,OIM,TR,NORMAL,SWR,BULL,0.943
2025-07-30,BULL,OOH,BULL,NORMAL,SWR,TR,0.0
2025-07-31,TR,OBR,TR,NORMAL,SBR,TR,0.173
2025-08-01,BEAR,OOH,TR,DOJI,WAR,BEAR,-1.034
2025-08-04,BULL,OBR,BEAR,NORMAL,SWR,TR,0.28
2025-08-05,TR,OIM,BULL,NORMAL,WAR,TR,-0.418
2025-08-06,TR,OOL,TR,NORMAL,SWR,TR,-0.123
