Date,PrevDayContext,OpenLocation,OpeningTrend,FirstCandleType,RangeStatus,Result,ResultRet%
2020-07-06,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.795
2020-07-07,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,0.748
2020-07-08,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.116
2020-07-09,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.974
2020-07-10,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-0.744
2020-07-13,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-3.043
2020-07-14,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.636
2020-07-15,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.014
2020-07-16,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.737
2020-07-17,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.787
2020-07-20,BULL,WithinPrevRange,BULL,Bear,WideRange,BULL,2.333
2020-07-21,BULL,WithinPrevRange,TR,Bear,WideRange,BULL,3.599
2020-07-22,BULL,WithinPrevRange,TR,Bear,WideRange,BULL,2.719
2020-07-23,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.612
2020-07-24,TR,WithinPrevRange,BULL,Bull,WideRange,TR,0.297
2020-07-27,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.514
2020-07-28,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,5.063
2020-07-29,BULL,WithinPrevRange,BULL,Bear,WideRange,BULL,3.669
2020-07-30,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.711
2020-07-31,BEAR,WithinPrevRange,BULL,Doji,WideRange,BEAR,-1.351
2020-08-03,TR,WithinPrevRange,BULL,Doji,WideRange,BEAR,-2.351
2020-08-04,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,4.114
2020-08-05,BULL,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.021
2020-08-06,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.659
2020-08-07,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,4.349
2020-08-10,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,0.514
2020-08-11,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.508
2020-08-12,TR,WithinPrevRange,TR,Bear,WideRange,BULL,2.373
2020-08-13,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.596
2020-08-14,BULL,WithinPrevRange,TR,Bear,WideRange,BEAR,-3.569
2020-08-17,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.172
2020-08-18,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,4.031
2020-08-19,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,2.173
2020-08-20,BULL,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.191
2020-08-21,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.732
2020-08-24,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,3.324
2020-08-25,BULL,WithinPrevRange,TR,Bear,WideRange,BULL,24.054
2020-08-26,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-4.446
2020-08-27,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.052
2020-08-28,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.995
2020-08-31,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.213
2020-09-01,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.022
2020-09-02,TR,WithinPrevRange,TR,Bull,WideRange,BULL,2.93
2020-09-03,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,-0.394
2020-09-04,TR,GapDown<PrevLow,BULL,Bear,WideRange,TR,-0.454
2020-09-07,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.87
2020-09-08,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.751
2020-09-09,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,0.553
2020-09-10,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,0.791
2020-09-11,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.672
2020-09-14,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.572
2020-09-15,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.684
2020-09-16,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.179
2020-09-17,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.405
2020-09-18,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.166
2020-09-21,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-6.162
2020-09-22,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,4.655
2020-09-23,TR,GapUp>PrevHigh,BULL,Bull,WideRange,TR,-0.299
2020-09-24,TR,GapDown<PrevLow,BULL,Bear,WideRange,BEAR,-2.762
2020-09-25,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.172
2020-09-28,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,2.024
2020-09-29,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.95
2020-09-30,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.235
2020-10-01,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.536
2020-10-05,BULL,WithinPrevRange,TR,Bull,WideRange,BULL,5.535
2020-10-06,BULL,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.628
2020-10-07,TR,WithinPrevRange,BULL,Bull,WideRange,TR,0.547
2020-10-08,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.461
2020-10-09,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.647
2020-10-12,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.314
2020-10-13,TR,WithinPrevRange,TR,Bear,WideRange,TR,-0.287
2020-10-14,TR,WithinPrevRange,BEAR,Bear,Normal,BULL,0.932
2020-10-15,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.125
2020-10-16,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.681
2020-10-19,TR,WithinPrevRange,BULL,Bull,WideRange,TR,0.126
2020-10-20,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,-0.464
2020-10-21,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.939
2020-10-22,BEAR,WithinPrevRange,TR,Bull,Normal,TR,0.016
2020-10-23,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.472
2020-10-26,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.853
2020-10-27,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.902
2020-10-28,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,1.493
2020-10-29,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.863
2020-10-30,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,2.216
2020-11-02,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,0.96
2020-11-03,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.394
2020-11-04,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,0.728
2020-11-05,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.79
2020-11-06,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.043
2020-11-09,TR,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,1.168
2020-11-10,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.125
2020-11-11,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.429
2020-11-12,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.073
2020-11-13,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,0.614
2020-11-17,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,5.777
2020-11-18,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.63
2020-11-19,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.085
2020-11-20,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.422
2020-11-23,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,5.602
2020-11-24,BULL,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.245
2020-11-25,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.268
2020-11-26,BEAR,WithinPrevRange,TR,Bull,WideRange,TR,-0.148
2020-11-27,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.838
2020-12-01,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,4.392
2020-12-02,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,6.497
2020-12-03,BULL,WithinPrevRange,TR,Bear,WideRange,TR,-0.464
2020-12-04,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.752
2020-12-07,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.051
2020-12-08,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.761
2020-12-09,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.464
2020-12-10,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,0.572
2020-12-11,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.078
2020-12-14,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,1.143
2020-12-15,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.668
2020-12-16,TR,WithinPrevRange,TR,Bear,WideRange,TR,0.054
2020-12-17,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.667
2020-12-18,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.187
2020-12-21,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-5.98
2020-12-22,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,8.555
2020-12-23,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,0.369
2020-12-24,BULL,WithinPrevRange,TR,Bull,WideRange,BULL,1.999
2020-12-28,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.691
2020-12-29,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.928
2020-12-30,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-0.756
2020-12-31,BEAR,WithinPrevRange,TR,Bear,WideRange,TR,-0.031
2021-01-01,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.626
2021-01-04,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,-0.543
2021-01-05,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.202
2021-01-06,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.786
2021-01-07,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,3.837
2021-01-08,BULL,WithinPrevRange,TR,Bear,WideRange,BEAR,-0.709
2021-01-11,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.489
2021-01-12,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.218
2021-01-13,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.019
2021-01-14,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.765
2021-01-15,TR,WithinPrevRange,BEAR,Doji,WideRange,BEAR,-0.928
2021-01-18,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.003
2021-01-19,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.056
2021-01-20,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,2.504
2021-01-21,BULL,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.211
2021-01-22,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.294
2021-01-25,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.538
2021-01-27,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.668
2021-01-28,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,0.809
2021-01-29,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.269
2021-02-01,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,7.032
2021-02-02,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,1.968
2021-02-03,BULL,GapUp>PrevHigh,BULL,Bear,WideRange,TR,-0.291
2021-02-04,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.994
2021-02-05,TR,WithinPrevRange,TR,Bear,WideRange,TR,-0.429
2021-02-08,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.208
2021-02-09,BULL,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.011
2021-02-10,TR,WithinPrevRange,TR,Bull,WideRange,BULL,2.603
2021-02-11,BULL,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.075
2021-02-12,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,8.463
2021-02-15,BULL,GapUp>PrevHigh,TR,Bear,WideRange,BULL,7.133
2021-02-16,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.097
2021-02-17,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.044
2021-02-18,TR,WithinPrevRange,TR,Bull,WideRange,BULL,2.35
2021-02-19,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-5.959
2021-02-22,TR,WithinPrevRange,BULL,Bull,WideRange,TR,0.53
2021-02-23,BULL,GapUp>PrevHigh,BEAR,Bull,WideRange,BEAR,-1.647
2021-02-24,BEAR,WithinPrevRange,BEAR,Bull,WideRange,TR,-0.51
2021-02-25,TR,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,3.52
2021-02-26,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.413
2021-03-01,TR,WithinPrevRange,BULL,Bull,WideRange,TR,0.441
2021-03-02,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.979
2021-03-03,BULL,GapUp>PrevHigh,BULL,Bear,WideRange,BULL,3.41
2021-03-04,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.553
2021-03-05,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.755
2021-03-08,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.011
2021-03-09,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.482
2021-03-10,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-0.748
2021-03-12,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.037
2021-03-15,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.673
2021-03-16,TR,WithinPrevRange,BEAR,Bear,Normal,TR,-0.1
2021-03-17,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.963
2021-03-18,BEAR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-0.797
2021-03-19,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,5.012
2021-03-22,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,7.962
2021-03-23,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,0.845
2021-03-24,BULL,WithinPrevRange,TR,Bull,WideRange,BEAR,-5.056
2021-03-25,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-4.144
2021-03-26,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.002
2021-03-30,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,4.085
2021-03-31,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.171
2021-04-01,TR,WithinPrevRange,TR,Bull,WideRange,BULL,6.999
2021-04-05,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BEAR,-0.955
2021-04-06,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,6.466
2021-04-07,BULL,WithinPrevRange,BULL,Bear,WideRange,BEAR,-5.052
2021-04-08,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,2.093
2021-04-09,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,1.416
2021-04-12,BULL,WithinPrevRange,TR,Bear,WideRange,BEAR,-5.767
2021-04-13,BEAR,WithinPrevRange,BULL,Bear,WideRange,BULL,1.572
2021-04-15,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.591
2021-04-16,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,0.909
2021-04-19,TR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,1.964
2021-04-20,BULL,GapUp>PrevHigh,TR,Bull,WideRange,BEAR,-2.16
2021-04-22,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.191
2021-04-23,BULL,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.001
2021-04-26,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.236
2021-04-27,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.388
2021-04-28,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.01
2021-04-29,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.774
2021-04-30,TR,GapDown<PrevLow,BULL,Bull,WideRange,BEAR,-2.711
2021-05-03,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,8.461
2021-05-04,BULL,GapUp>PrevHigh,TR,Bear,WideRange,BEAR,-3.072
2021-05-05,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.173
2021-05-06,TR,WithinPrevRange,BULL,Bull,WideRange,TR,0.035
2021-05-07,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.363
2021-05-10,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,0.988
2021-05-11,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.359
2021-05-12,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.637
2021-05-14,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.516
2021-05-17,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.043
2021-05-18,BULL,GapUp>PrevHigh,BEAR,Bull,WideRange,TR,-0.004
2021-05-19,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-2.049
2021-05-20,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,0.069
2021-05-21,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.896
2021-05-24,TR,WithinPrevRange,TR,Bull,Normal,BEAR,-1.076
2021-05-25,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-2.53
2021-05-26,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,4.067
2021-05-27,BULL,GapUp>PrevHigh,TR,Bear,WideRange,TR,-0.09
2021-05-28,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.983
2021-05-31,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.382
2021-06-01,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,7.17
2021-06-02,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,7.013
2021-06-03,BULL,GapUp>PrevHigh,TR,Bull,WideRange,TR,-0.079
2021-06-04,TR,WithinPrevRange,TR,Bull,WideRange,BULL,5.774
2021-06-07,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-3.153
2021-06-08,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.463
2021-06-09,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.199
2021-06-10,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.215
2021-06-11,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.212
2021-06-14,TR,GapDown<PrevLow,BEAR,Doji,WideRange,BULL,10.401
2021-06-15,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,2.103
2021-06-16,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-5.151
2021-06-17,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,BEAR,-3.802
2021-06-18,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,6.648
2021-06-21,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,3.064
2021-06-22,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.922
2021-06-23,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.564
2021-06-24,BEAR,WithinPrevRange,TR,Bear,WideRange,TR,0.217
2021-06-25,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,TR,-0.066
2021-06-28,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.296
2021-06-29,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.108
2021-06-30,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.221
2021-07-01,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.61
2021-07-02,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-5.791
2021-07-05,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.83
2021-07-06,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.655
2021-07-07,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.966
2021-07-08,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.44
2021-07-09,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.331
2021-07-12,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.177
2021-07-13,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.176
2021-07-14,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-1.301
2021-07-15,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,0.231
2021-07-16,TR,WithinPrevRange,BEAR,Bull,Normal,BEAR,-0.778
2021-07-19,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.231
2021-07-20,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,0.932
2021-07-22,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,3.584
2021-07-23,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,TR,0.178
2021-07-26,BEAR,WithinPrevRange,BULL,Bull,Normal,TR,-0.363
2021-07-27,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.168
2021-07-28,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.322
2021-07-29,TR,WithinPrevRange,BULL,Bear,Normal,BEAR,-1.208
2021-07-30,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,0.106
2021-08-02,TR,WithinPrevRange,BULL,Bear,Normal,TR,0.293
2021-08-03,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,TR,-0.343
2021-08-04,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.154
2021-08-05,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.957
2021-08-06,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,7.027
2021-08-09,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.1
2021-08-10,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-2.57
2021-08-11,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.756
2021-08-12,TR,WithinPrevRange,BEAR,Bear,Normal,TR,0.53
2021-08-13,TR,WithinPrevRange,BULL,Bull,Normal,TR,-0.156
2021-08-16,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,0.699
2021-08-17,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.187
2021-08-18,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.025
2021-08-20,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.883
2021-08-23,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.075
2021-08-24,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.452
2021-08-25,BULL,WithinPrevRange,BULL,Bear,WideRange,BULL,0.996
2021-08-26,BULL,GapUp>PrevHigh,BEAR,Bull,WideRange,TR,0.068
2021-08-27,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.181
2021-08-30,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,-0.033
2021-08-31,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,4.026
2021-09-01,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.177
2021-09-02,BEAR,WithinPrevRange,BULL,Bull,Normal,BEAR,-1.162
2021-09-03,TR,WithinPrevRange,BEAR,Bear,Normal,BULL,0.701
2021-09-06,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.435
2021-09-07,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.097
2021-09-08,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-0.601
2021-09-09,TR,WithinPrevRange,BEAR,Bear,Normal,TR,-0.441
2021-09-13,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,-0.425
2021-09-14,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.167
2021-09-15,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.699
2021-09-16,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.054
2021-09-17,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.829
2021-09-20,TR,GapDown<PrevLow,TR,Bear,WideRange,BEAR,-3.124
2021-09-21,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,1.326
2021-09-22,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.971
2021-09-23,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.607
2021-09-24,BULL,GapUp>PrevHigh,TR,Bear,WideRange,BEAR,-1.312
2021-09-27,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,3.274
2021-09-28,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-2.113
2021-09-29,BEAR,GapDown<PrevLow,TR,Bull,WideRange,BULL,0.623
2021-09-30,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.833
2021-10-01,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.303
2021-10-04,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,4.427
2021-10-05,BULL,WithinPrevRange,TR,Bull,WideRange,TR,-0.046
2021-10-06,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.819
2021-10-07,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,1.491
2021-10-08,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.822
2021-10-11,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-0.954
2021-10-12,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.105
2021-10-13,TR,GapUp>PrevHigh,BEAR,Bull,WideRange,BEAR,-0.612
2021-10-14,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.99
2021-10-18,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-1.923
2021-10-19,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-4.03
2021-10-20,BEAR,WithinPrevRange,TR,Bear,WideRange,TR,-0.23
2021-10-21,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,0.072
2021-10-22,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-3.303
2021-10-25,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.735
2021-10-26,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.097
2021-10-27,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,0.758
2021-10-28,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-4.717
2021-10-29,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,0.299
2021-11-01,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.877
2021-11-02,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,-0.092
2021-11-03,TR,WithinPrevRange,TR,Bull,WideRange,BULL,0.89
2021-11-08,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,4.084
2021-11-09,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,3.187
