Date,PrevDayContext,OpenLocation,OpeningTrend,FirstCandleType,RangeStatus,Result,ResultRet%
2017-10-12,BEAR,WithinPrevRange,BEAR,Bear,Normal,TR,0.209
2017-10-13,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.292
2017-10-16,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.698
2017-10-17,BEAR,WithinPrevRange,TR,Bear,Normal,TR,0.0
2017-10-18,TR,WithinPrevRange,TR,Bear,WideRange,BULL,3.746
2017-10-23,BULL,GapUp>PrevHigh,TR,Bull,WideRange,BEAR,-0.626
2017-10-24,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.04
2017-10-25,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.28
2017-10-26,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,3.041
2017-10-27,BULL,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.518
2017-10-30,TR,WithinPrevRange,TR,Bull,WideRange,BULL,2.557
2017-10-31,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.302
2017-11-01,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.038
2017-11-02,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-0.858
2017-11-03,TR,WithinPrevRange,TR,Bull,WideRange,BULL,4.781
2017-11-06,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,4.133
2017-11-07,BULL,WithinPrevRange,BEAR,Bull,WideRange,TR,0.405
2017-11-08,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-2.311
2017-11-09,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.426
2017-11-10,BULL,WithinPrevRange,BULL,Bear,WideRange,BULL,1.662
2017-11-13,BULL,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.512
2017-11-14,BEAR,WithinPrevRange,TR,Bull,WideRange,TR,-0.097
2017-11-15,TR,WithinPrevRange,BEAR,Doji,WideRange,BEAR,-5.297
2017-11-16,BEAR,GapDown<PrevLow,TR,Bear,WideRange,TR,-0.346
2017-11-17,TR,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,5.88
2017-11-20,BULL,WithinPrevRange,TR,Bull,WideRange,BULL,1.199
2017-11-21,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.701
2017-11-22,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BULL,3.235
2017-11-23,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.126
2017-11-24,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,2.324
2017-11-27,TR,WithinPrevRange,TR,Bear,WideRange,BULL,2.156
2017-11-28,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.355
2017-11-29,BEAR,WithinPrevRange,BEAR,Bull,WideRange,TR,-0.135
2017-11-30,TR,WithinPrevRange,TR,Bear,WideRange,TR,-0.238
2017-12-01,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-4.878
2017-12-04,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,2.512
2017-12-05,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,3.531
2017-12-06,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.494
2017-12-07,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.879
2017-12-08,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,TR,0.067
2017-12-11,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.62
2017-12-12,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.525
2017-12-13,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.09
2017-12-14,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.024
2017-12-15,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,1.97
2017-12-18,TR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,5.627
2017-12-19,BULL,WithinPrevRange,TR,Bear,WideRange,BULL,0.915
2017-12-20,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.313
2017-12-21,TR,WithinPrevRange,TR,Bull,WideRange,BULL,0.898
2017-12-22,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.97
2017-12-26,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.771
2017-12-27,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,1.527
2017-12-28,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,-0.151
2017-12-29,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,0.878
2018-01-01,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.121
2018-01-02,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.424
2018-01-03,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.44
2018-01-04,BULL,WithinPrevRange,BULL,Bear,WideRange,BULL,4.543
2018-01-05,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,2.885
2018-01-08,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,-0.456
2018-01-09,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.359
2018-01-10,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.556
2018-01-11,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,0.975
2018-01-12,TR,WithinPrevRange,TR,Doji,WideRange,BEAR,-0.667
2018-01-15,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.293
2018-01-16,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.87
2018-01-17,TR,WithinPrevRange,TR,Bull,WideRange,BULL,6.988
2018-01-18,BULL,GapUp>PrevHigh,BEAR,Bull,WideRange,BEAR,-5.098
2018-01-19,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.86
2018-01-22,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.749
2018-01-23,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,3.078
2018-01-24,BULL,WithinPrevRange,BEAR,Bull,WideRange,BULL,0.979
2018-01-25,TR,WithinPrevRange,TR,Bear,WideRange,BULL,5.465
2018-01-29,BULL,WithinPrevRange,TR,Bear,WideRange,BEAR,-2.304
2018-01-30,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.118
2018-01-31,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.973
2018-02-01,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.14
2018-02-02,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-4.968
2018-02-05,BEAR,GapDown<PrevLow,BULL,Bear,WideRange,BULL,5.252
2018-02-06,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,2.382
2018-02-07,BULL,GapUp>PrevHigh,BEAR,Bull,WideRange,BEAR,-0.952
2018-02-08,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,3.283
2018-02-09,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,4.324
2018-02-12,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,2.28
2018-02-14,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,0.249
2018-02-15,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-3.37
2018-02-16,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-3.437
2018-02-19,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.539
2018-02-20,TR,GapDown<PrevLow,BULL,Bull,WideRange,BEAR,-2.731
2018-02-21,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,-0.278
2018-02-22,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,4.51
2018-02-23,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,TR,0.098
2018-02-26,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.049
2018-02-27,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.889
2018-02-28,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-0.948
2018-03-01,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-3.16
2018-03-05,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,0.904
2018-03-06,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-3.078
2018-03-07,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.866
2018-03-08,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.37
2018-03-09,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-4.54
2018-03-12,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,5.588
2018-03-13,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.757
2018-03-14,TR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,2.156
2018-03-15,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,2.097
2018-03-16,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-3.654
2018-03-19,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,1.458
2018-03-20,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.494
2018-03-21,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.308
2018-03-22,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.903
2018-03-23,BEAR,GapDown<PrevLow,BEAR,Bull,WideRange,TR,0.033
2018-03-26,TR,WithinPrevRange,TR,Bull,WideRange,BULL,5.867
2018-03-27,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.068
2018-03-28,BEAR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-2.243
2018-04-02,TR,WithinPrevRange,TR,Bear,WideRange,BULL,4.681
2018-04-03,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.435
2018-04-04,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-6.413
2018-04-05,BEAR,GapDown<PrevLow,TR,Unknown,WideRange,BULL,10.902
2018-04-06,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.863
2018-04-09,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.157
2018-04-10,BEAR,WithinPrevRange,TR,Bear,WideRange,TR,-0.067
2018-04-11,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.31
2018-04-12,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-6.431
2018-04-13,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.029
2018-04-16,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.546
2018-04-17,BULL,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.621
2018-04-18,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.083
2018-04-19,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,3.046
2018-04-20,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.898
2018-04-23,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.287
2018-04-24,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.961
2018-04-25,BEAR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.186
2018-04-26,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.96
2018-04-27,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,-0.21
2018-04-30,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.263
2018-05-02,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-7.986
2018-05-03,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.411
2018-05-04,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.863
2018-05-07,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,0.236
2018-05-08,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,3.432
2018-05-09,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.846
2018-05-10,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.497
2018-05-11,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.169
2018-05-14,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.024
2018-05-15,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.99
2018-05-16,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.861
2018-05-17,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.243
2018-05-18,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.464
2018-05-21,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.085
2018-05-22,TR,WithinPrevRange,TR,Bear,WideRange,BULL,2.433
2018-05-23,BULL,WithinPrevRange,TR,Bear,WideRange,BEAR,-3.377
2018-05-24,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.836
2018-05-25,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,4.437
2018-05-28,BULL,WithinPrevRange,BULL,Doji,WideRange,BULL,2.677
2018-05-29,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-2.667
2018-05-30,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,TR,-0.041
2018-05-31,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.144
2018-06-01,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.32
2018-06-04,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.399
2018-06-05,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.816
2018-06-06,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.986
2018-06-07,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,4.897
2018-06-08,BULL,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.883
2018-06-11,TR,GapUp>PrevHigh,BULL,Bull,WideRange,BEAR,-2.581
2018-06-12,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,0.552
2018-06-13,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.455
2018-06-14,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,4.139
2018-06-15,BULL,GapUp>PrevHigh,BEAR,Bull,WideRange,BEAR,-2.83
2018-06-18,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.401
2018-06-19,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.956
2018-06-20,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,1.034
2018-06-21,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-0.726
2018-06-22,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.93
2018-06-25,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.761
2018-06-26,BEAR,GapDown<PrevLow,BULL,Bear,WideRange,BULL,2.284
2018-06-27,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-6.952
2018-06-28,BEAR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-4.03
2018-06-29,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,1.569
2018-07-02,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-6.166
2018-07-03,BEAR,WithinPrevRange,BULL,Bear,WideRange,TR,-0.141
2018-07-04,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,3.609
2018-07-05,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.077
2018-07-06,TR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,4.915
2018-07-09,BULL,WithinPrevRange,BEAR,Bull,WideRange,BULL,0.95
2018-07-10,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.264
2018-07-11,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,2.574
2018-07-12,BULL,WithinPrevRange,BULL,Bear,WideRange,TR,-0.4
2018-07-13,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,6.44
2018-07-16,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,0.037
2018-07-17,TR,GapUp>PrevHigh,BULL,Bull,WideRange,BULL,0.838
2018-07-18,TR,WithinPrevRange,TR,Bear,WideRange,BULL,3.178
2018-07-19,BULL,WithinPrevRange,BEAR,Bear,WideRange,BULL,4.729
2018-07-20,BULL,WithinPrevRange,BULL,Bear,WideRange,BULL,2.715
2018-07-23,BULL,WithinPrevRange,TR,Bull,WideRange,BULL,6.035
2018-07-24,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,6.132
2018-07-25,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,5.511
2018-07-26,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.254
2018-07-27,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-4.02
2018-07-30,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-0.945
2018-07-31,BEAR,GapDown<PrevLow,BEAR,Bear,WideRange,BULL,0.78
2018-08-01,TR,WithinPrevRange,TR,Bear,WideRange,TR,-0.564
2018-08-02,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,3.04
2018-08-03,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.499
2018-08-06,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.773
2018-08-07,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-2.828
2018-08-08,BEAR,GapDown<PrevLow,TR,Bear,WideRange,BULL,7.338
2018-08-09,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.502
2018-08-10,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.04
2018-08-13,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.361
2018-08-14,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.711
2018-08-16,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.778
2018-08-17,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.511
2018-08-20,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,3.602
2018-08-21,BULL,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.186
2018-08-23,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.781
2018-08-24,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.58
2018-08-27,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.523
2018-08-28,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,9.588
2018-08-29,BULL,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-3.513
2018-08-30,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.731
2018-08-31,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,0.94
2018-09-03,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-6.652
2018-09-04,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,0.986
2018-09-05,TR,WithinPrevRange,TR,Bull,WideRange,BULL,2.001
2018-09-06,TR,GapDown<PrevLow,TR,Unknown,WideRange,BULL,8.9
2018-09-07,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-6.694
2018-09-10,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.758
2018-09-11,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-2.796
2018-09-12,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.572
2018-09-14,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.232
2018-09-17,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.634
2018-09-18,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.974
2018-09-19,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.242
2018-09-21,BEAR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-5.537
2018-09-24,BEAR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-2.748
2018-09-25,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,2.85
2018-09-26,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.394
2018-09-27,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,5.133
2018-09-28,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-4.029
2018-10-01,BEAR,WithinPrevRange,BULL,Bear,WideRange,BULL,7.695
2018-10-03,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,0.514
2018-10-04,TR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,1.405
2018-10-05,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.097
2018-10-08,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,5.0
2018-10-09,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,1.568
2018-10-10,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,4.162
2018-10-11,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.862
2018-10-12,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.302
2018-10-15,TR,GapUp>PrevHigh,BEAR,Bull,WideRange,BULL,4.873
2018-10-16,BULL,WithinPrevRange,TR,Bull,WideRange,BULL,3.091
2018-10-17,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.323
2018-10-19,TR,WithinPrevRange,TR,Bull,WideRange,BULL,4.199
2018-10-22,BULL,GapUp>PrevHigh,TR,Bear,WideRange,BEAR,-0.648
2018-10-23,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,-0.473
2018-10-24,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.563
2018-10-25,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,3.176
2018-10-26,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.187
2018-10-29,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,1.624
2018-10-30,TR,GapUp>PrevHigh,TR,Bull,WideRange,BEAR,-1.395
2018-10-31,BEAR,GapDown<PrevLow,TR,Bull,WideRange,TR,0.236
2018-11-01,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,2.313
2018-11-02,BULL,WithinPrevRange,BEAR,Bull,WideRange,TR,-0.227
2018-11-05,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.397
2018-11-06,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.881
2018-11-09,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.665
2018-11-12,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-3.133
2018-11-13,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,0.34
2018-11-14,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,TR,-0.186
2018-11-15,TR,WithinPrevRange,TR,Bull,WideRange,BULL,0.835
2018-11-16,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.558
2018-11-19,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.806
2018-11-20,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.393
2018-11-21,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.972
2018-11-22,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.579
2018-11-26,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.253
2018-11-27,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.754
2018-11-28,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,0.254
2018-11-29,TR,GapUp>PrevHigh,TR,Bull,WideRange,BULL,5.813
2018-11-30,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.376
2018-12-03,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.767
2018-12-04,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.954
2018-12-05,BEAR,WithinPrevRange,BULL,Doji,WideRange,BEAR,-2.8
2018-12-06,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-2.276
2018-12-07,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.254
2018-12-10,TR,GapDown<PrevLow,BEAR,Bear,WideRange,TR,0.0
2018-12-11,TR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,3.04
2018-12-12,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,1.302
2018-12-13,BULL,WithinPrevRange,BULL,Bull,WideRange,TR,0.064
2018-12-14,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.803
2018-12-17,TR,WithinPrevRange,TR,Bear,Normal,TR,0.127
2018-12-18,TR,WithinPrevRange,BULL,Bull,WideRange,TR,0.254
2018-12-19,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,TR,0.344
2018-12-20,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.312
2018-12-21,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.479
2018-12-24,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.411
2018-12-26,TR,WithinPrevRange,BEAR,Doji,WideRange,BULL,3.5
2018-12-27,BULL,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.883
2018-12-28,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.651
2018-12-31,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,-0.432
2019-01-01,BEAR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-2.449
2019-01-02,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.21
2019-01-03,BEAR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.64
2019-01-04,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.224
2019-01-07,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.078
2019-01-08,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,2.468
2019-01-09,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.678
2019-01-10,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.07
2019-01-11,TR,WithinPrevRange,TR,Bull,WideRange,BULL,0.663
2019-01-14,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.637
2019-01-15,BEAR,WithinPrevRange,BULL,Bull,Normal,TR,-0.402
2019-01-16,TR,WithinPrevRange,BULL,Bull,Normal,BEAR,-0.834
2019-01-17,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.067
2019-01-18,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.443
2019-01-21,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.136
2019-01-22,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.106
2019-01-23,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.241
2019-01-24,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.767
2019-01-25,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-4.138
2019-01-28,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,5.457
2019-01-29,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,3.616
2019-01-30,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.899
2019-01-31,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.541
2019-02-01,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BULL,5.734
2019-02-04,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-10.119
2019-02-05,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,0.0
2019-02-06,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.952
2019-02-07,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.642
2019-02-08,TR,WithinPrevRange,TR,Bear,WideRange,TR,-0.121
2019-02-11,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.62
2019-02-12,BEAR,WithinPrevRange,TR,Bull,WideRange,TR,0.386
2019-02-13,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,3.626
2019-02-14,TR,WithinPrevRange,TR,Bear,WideRange,TR,0.17
2019-02-15,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,1.903
2019-02-18,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.716
2019-02-19,TR,WithinPrevRange,TR,Bear,WideRange,TR,0.509
