Date,OpeningTrend,OpenLocation,PrevDayContext,Result,ResultRet%
2024-05-29 00:00:00+05:30,TR,OBR,BEAR,BEAR,-0.963
2024-05-30 00:00:00+05:30,BULL,OOL,BEAR,TR,-0.244
2024-05-31 00:00:00+05:30,BEAR,OAR,TR,BEAR,-0.935
2024-06-03 00:00:00+05:30,BEAR,OAR,BEAR,TR,-0.098
2024-06-04 00:00:00+05:30,TR,OOL,BEAR,BEAR,-3.877
2024-06-05 00:00:00+05:30,BEAR,OIM,TR,BULL,2.001
2024-06-06 00:00:00+05:30,TR,OAR,TR,TR,-0.286
2024-06-07 00:00:00+05:30,TR,OIM,TR,TR,0.314
2024-06-10 00:00:00+05:30,BEAR,OOH,BULL,TR,-0.525
2024-06-11 00:00:00+05:30,TR,OIM,BEAR,TR,0.114
2024-06-12 00:00:00+05:30,BULL,OIM,TR,BULL,1.512
2024-06-13 00:00:00+05:30,BEAR,OAR,BULL,TR,-0.263
2024-06-14 00:00:00+05:30,BEAR,OIM,TR,TR,-0.571
2024-06-18 00:00:00+05:30,TR,OIM,BEAR,BULL,1.016
2024-06-19 00:00:00+05:30,BEAR,OOH,BULL,TR,-0.458
2024-06-20 00:00:00+05:30,BULL,OOL,BEAR,TR,-0.464
2024-06-21 00:00:00+05:30,BEAR,OOH,BULL,BEAR,-0.768
2024-06-24 00:00:00+05:30,BEAR,OBR,BEAR,BULL,0.722
2024-06-25 00:00:00+05:30,TR,OAR,TR,TR,0.489
2024-06-26 00:00:00+05:30,BEAR,OIM,TR,TR,0.155
2024-06-27 00:00:00+05:30,TR,OIM,TR,TR,-0.38
2024-06-28 00:00:00+05:30,BULL,OOH,TR,TR,0.294
2024-07-01 00:00:00+05:30,BEAR,OIM,TR,TR,-0.24
2024-07-02 00:00:00+05:30,TR,OOL,BEAR,TR,-0.312
2024-07-03 00:00:00+05:30,TR,OIM,TR,TR,-0.551
2024-07-04 00:00:00+05:30,BULL,OIM,TR,BEAR,-1.378
2024-07-05 00:00:00+05:30,TR,OOL,TR,TR,0.199
2024-07-08 00:00:00+05:30,BEAR,OIM,TR,BEAR,-0.654
2024-07-09 00:00:00+05:30,BULL,OOL,BEAR,TR,-0.299
2024-07-10 00:00:00+05:30,TR,OIM,TR,BEAR,-0.628
2024-07-11 00:00:00+05:30,BEAR,OOH,TR,TR,-0.043
2024-07-12 00:00:00+05:30,BEAR,OAR,TR,TR,-0.581
2024-07-15 00:00:00+05:30,BEAR,OIM,BEAR,BULL,1.063
2024-07-16 00:00:00+05:30,TR,OBR,TR,BEAR,-1.119
2024-07-18 00:00:00+05:30,BEAR,OIM,BEAR,BEAR,-0.764
2024-07-19 00:00:00+05:30,TR,OOL,BEAR,BULL,0.924
2024-07-22 00:00:00+05:30,BULL,OIM,TR,BULL,0.796
2024-07-23 00:00:00+05:30,BEAR,OOH,TR,BEAR,-1.528
2024-07-24 00:00:00+05:30,TR,OIM,TR,TR,-0.179
2024-07-25 00:00:00+05:30,BEAR,OBR,TR,BEAR,-0.663
2024-07-26 00:00:00+05:30,BULL,OIM,BEAR,TR,-0.569
2024-07-29 00:00:00+05:30,BULL,OIM,TR,BEAR,-1.167
2024-07-30 00:00:00+05:30,TR,OOL,BEAR,TR,-0.242
2024-07-31 00:00:00+05:30,BULL,OOL,TR,TR,-0.363
2024-08-01 00:00:00+05:30,BULL,OIM,TR,TR,-0.469
2024-08-02 00:00:00+05:30,TR,OBR,TR,TR,-0.199
2024-08-05 00:00:00+05:30,BULL,OBR,TR,BEAR,-0.642
2024-08-06 00:00:00+05:30,TR,OOL,TR,BEAR,-2.496
2024-08-07 00:00:00+05:30,TR,OIM,TR,BULL,2.635
2024-08-08 00:00:00+05:30,BEAR,OIM,BULL,BEAR,-0.88
2024-08-09 00:00:00+05:30,TR,OOH,TR,BEAR,-1.169
2024-08-12 00:00:00+05:30,BULL,OOL,BEAR,BULL,1.246
2024-08-13 00:00:00+05:30,BULL,OOH,BULL,BEAR,-2.729
2024-08-14 00:00:00+05:30,BEAR,OOL,TR,BEAR,-0.728
2024-08-16 00:00:00+05:30,TR,OIM,BEAR,BULL,1.469
2024-08-19 00:00:00+05:30,BULL,OAR,TR,TR,0.045
