Date,OpeningTrend,OpenLocation,PrevDayContext,Result,ResultRet%
2025-09-10 00:00:00+05:30,BEAR,OIM,TR,BEAR,-2.683
2025-09-11 00:00:00+05:30,BEAR,OIM,BEAR,BEAR,-0.957
2025-09-12 00:00:00+05:30,TR,OOL,TR,BEAR,-1.479
2025-09-15 00:00:00+05:30,BULL,OIM,TR,TR,0.438
2025-09-16 00:00:00+05:30,BULL,OOH,BULL,BULL,1.855
2025-09-17 00:00:00+05:30,BEAR,OOH,BULL,BULL,1.163
2025-09-18 00:00:00+05:30,TR,OOH,TR,BULL,0.944
2025-09-19 00:00:00+05:30,BULL,OOH,BULL,BULL,2.373
2025-09-22 00:00:00+05:30,BEAR,OIM,BULL,TR,0.0
2025-09-23 00:00:00+05:30,TR,OOL,BEAR,TR,-0.3
2025-09-24 00:00:00+05:30,BEAR,OAR,TR,BEAR,-1.472
2025-09-25 00:00:00+05:30,BEAR,OOL,BEAR,BEAR,-2.515
2025-09-26 00:00:00+05:30,BEAR,OOL,BEAR,TR,-0.355
2025-09-29 00:00:00+05:30,BEAR,OIM,BEAR,TR,-0.203
2025-09-30 00:00:00+05:30,BULL,OIM,TR,TR,0.213
2025-10-01 00:00:00+05:30,TR,OIM,TR,TR,0.108
2025-10-03 00:00:00+05:30,BEAR,OIM,TR,TR,-0.241
2025-10-06 00:00:00+05:30,TR,OOL,BEAR,BULL,2.626
2025-10-07 00:00:00+05:30,BEAR,OOH,BULL,TR,0.43
2025-10-08 00:00:00+05:30,TR,OIM,TR,TR,0.238
2025-10-09 00:00:00+05:30,BULL,OOH,TR,BULL,1.805
2025-10-10 00:00:00+05:30,BEAR,OOH,BULL,TR,-0.149
2025-10-13 00:00:00+05:30,TR,OIM,TR,TR,-0.092
2025-10-14 00:00:00+05:30,BULL,OIM,TR,TR,0.456
2025-10-15 00:00:00+05:30,BEAR,OOH,TR,BULL,0.82
2025-10-16 00:00:00+05:30,BULL,OAR,TR,BULL,1.517
2025-10-17 00:00:00+05:30,BEAR,OOL,TR,BEAR,-0.747
2025-10-20 00:00:00+05:30,BEAR,OIM,TR,BEAR,-1.368
2025-10-21 00:00:00+05:30,TR,OIM,TR,BULL,1.464
2025-10-23 00:00:00+05:30,BEAR,OOH,BULL,BEAR,-0.956
2025-10-24 00:00:00+05:30,TR,OOL,BEAR,TR,-0.597
2025-10-27 00:00:00+05:30,BEAR,OIM,TR,TR,-0.129
2025-10-28 00:00:00+05:30,BEAR,OAR,TR,BEAR,-0.624
2025-10-29 00:00:00+05:30,TR,OIM,TR,BEAR,-1.295
2025-10-30 00:00:00+05:30,BEAR,OOL,TR,TR,-0.287
2025-10-31 00:00:00+05:30,BEAR,OAR,TR,BEAR,-3.62
2025-11-03 00:00:00+05:30,TR,OOL,BEAR,BEAR,-0.714
2025-11-04 00:00:00+05:30,TR,OIM,BEAR,BULL,2.558
2025-11-06 00:00:00+05:30,BEAR,OOH,BULL,BEAR,-1.015
2025-11-07 00:00:00+05:30,BEAR,OBR,BEAR,BULL,0.664
2025-11-10 00:00:00+05:30,TR,OIM,TR,BEAR,-4.748
2025-11-11 00:00:00+05:30,BULL,OBR,BEAR,BULL,71.298
