Date,OpeningTrend,Result,OpenLocation,FirstCandleType,RangeStatus,PrevDayContext,DayHigh,DayLow
2018-02-26,BULL,Bull Leg,OIM,HUGE OPEN,WAR,TR,,
2018-02-27,TR,TR,OAR,NORMAL,SWR,BULL,,
2018-02-28,TR,TR,OBR,NORMAL,SWR,TR,,
2018-03-01,BULL,TR,OIM,NORMAL,SWR,TR,,
2018-03-05,BEAR,Bear Leg,OBR,HUGE OPEN,SBR,TR,,
2018-03-06,BULL,Bear Leg,OOL,NORMAL,SWR,BEAR,,
2018-03-07,BULL,TR,OBR,DOJI,SWR,BEAR,,
2018-03-08,BEAR,TR,OIM,NORMAL,SWR,TR,,
2018-03-09,BULL,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-03-12,TR,Bull Leg,OIM,NORMAL,SWR,TR,,
2018-03-13,TR,TR,OOH,NORMAL,WAR,BULL,,
2018-03-14,BULL,Bull Leg,OOL,DOJI,SWR,TR,,
2018-03-15,BULL,Bear Leg,OOH,NORMAL,WAR,BULL,,
2018-03-16,TR,Bear Leg,OOL,NORMAL,WBR,TR,,
2018-03-19,TR,Bear Leg,OOL,DOJI,SWR,BEAR,,
2018-03-20,BULL,TR,OOL,NORMAL,SWR,TR,,
2018-03-21,BEAR,Bear Leg,OOH,NORMAL,SWR,BULL,,
2018-03-22,BEAR,TR,OIM,NORMAL,SWR,BEAR,,
2018-03-23,BEAR,TR,OBR,DOJI,SBR,TR,,
2018-03-26,BEAR,Bull Leg,OBR,NORMAL,SWR,TR,,
2018-03-27,TR,Bear Leg,OAR,DOJI,SWR,TR,,
2018-03-28,BULL,Bear Leg,OOL,DOJI,SWR,BEAR,,
2018-04-02,BULL,TR,OAR,NORMAL,SAR,BEAR,,
2018-04-03,BULL,Bull Leg,OIM,NORMAL,WAR,BULL,,
2018-04-04,BULL,TR,OAR,HUGE OPEN,SAR,BULL,,
2018-04-05,BULL,TR,OOH,NORMAL,WAR,TR,,
2018-04-06,BEAR,Bull Leg,OOL,NORMAL,WBR,TR,,
2018-04-09,BULL,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-04-10,BEAR,Bear Leg,OOL,DOJI,SWR,TR,,
2018-04-11,BEAR,Bull Leg,OOL,NORMAL,SWR,BEAR,,
2018-04-12,TR,TR,OAR,DOJI,SAR,TR,,
2018-04-13,BEAR,Bull Leg,OOL,NORMAL,WBR,TR,,
2018-04-16,TR,Bear Leg,OBR,NORMAL,SBR,TR,,
2018-04-17,TR,Bear Leg,OIM,NORMAL,SWR,BEAR,,
2018-04-18,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-04-19,TR,TR,OIM,NORMAL,SWR,BEAR,,
2018-04-20,BULL,Bear Leg,OIM,HUGE OPEN,WAR,TR,,
2018-04-23,BEAR,TR,OOL,NORMAL,SWR,TR,,
2018-04-24,TR,Bear Leg,OOL,NORMAL,SWR,TR,,
2018-04-25,TR,TR,OOL,NORMAL,SWR,BEAR,,
2018-04-26,TR,TR,OOL,NORMAL,WBR,TR,,
2018-04-27,TR,Bull Leg,OOH,DOJI,SWR,TR,,
2018-04-30,TR,TR,OAR,NORMAL,SAR,BULL,,
2018-05-02,BEAR,Bear Leg,OAR,HUGE OPEN,SAR,TR,,
2018-05-03,BEAR,Bull Leg,OOL,NORMAL,WBR,BEAR,,
2018-05-04,BULL,TR,OIM,NORMAL,SWR,TR,,
2018-05-07,BEAR,TR,OAR,NORMAL,SWR,TR,,
2018-05-08,BEAR,TR,OIM,HUGE OPEN,WBR,TR,,
2018-05-09,BULL,Bull Leg,OOL,NORMAL,SWR,BEAR,,
2018-05-10,TR,Bear Leg,OOH,DOJI,SWR,TR,,
2018-05-11,BEAR,TR,OOL,NORMAL,WBR,BEAR,,
2018-05-14,BEAR,Bear Leg,OIM,HUGE OPEN,WBR,BEAR,,
2018-05-15,BEAR,Bear Leg,OOL,NORMAL,WBR,BEAR,,
2018-05-16,TR,Bear Leg,OOL,DOJI,SWR,BEAR,,
2018-05-17,BEAR,Bull Leg,OIM,NORMAL,SWR,TR,,
2018-05-18,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-05-21,BULL,Bear Leg,OOL,DOJI,SWR,BEAR,,
2018-05-22,BULL,Bull Leg,OOL,DOJI,SWR,BEAR,,
2018-05-23,BULL,Bear Leg,OOH,NORMAL,WAR,BULL,,
2018-05-24,BEAR,Bear Leg,OBR,HUGE OPEN,SBR,TR,,
2018-05-25,BEAR,Bull Leg,OOL,NORMAL,SWR,BEAR,,
2018-05-28,BULL,TR,OIM,NORMAL,SWR,TR,,
2018-05-29,BULL,Bear Leg,OIM,NORMAL,WAR,TR,,
2018-05-30,TR,TR,OBR,NORMAL,SBR,BEAR,,
2018-05-31,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-06-01,TR,TR,OOL,NORMAL,SWR,BEAR,,
2018-06-04,BEAR,Bear Leg,OAR,NORMAL,SWR,TR,,
2018-06-05,TR,TR,OOL,NORMAL,WBR,BEAR,,
2018-06-06,TR,Bull Leg,OOH,NORMAL,SWR,TR,,
2018-06-07,TR,Bull Leg,OOH,NORMAL,WAR,BULL,,
2018-06-08,BULL,TR,OOH,NORMAL,WAR,BULL,,
2018-06-11,TR,TR,OIM,NORMAL,SWR,TR,,
2018-06-12,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-06-13,TR,Bear Leg,OIM,DOJI,SWR,TR,,
2018-06-14,TR,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-06-15,TR,Bear Leg,OIM,DOJI,SWR,TR,,
2018-06-18,TR,Bull Leg,OIM,NORMAL,SWR,BEAR,,
2018-06-19,BULL,Bear Leg,OOH,NORMAL,WAR,BULL,,
2018-06-20,TR,TR,OOL,NORMAL,SWR,BEAR,,
2018-06-21,BEAR,TR,OOH,DOJI,SWR,TR,,
2018-06-22,BEAR,Bull Leg,OOL,HUGE OPEN,SWR,TR,,
2018-06-25,BEAR,Bear Leg,OIM,DOJI,SWR,TR,,
2018-06-26,BEAR,Bear Leg,OOL,NORMAL,WBR,BEAR,,
2018-06-27,TR,Bear Leg,OOL,NORMAL,SWR,BEAR,,
2018-06-28,BEAR,Bear Leg,OOL,NORMAL,WBR,BEAR,,
2018-06-29,TR,Bull Leg,OIM,NORMAL,SWR,BEAR,,
2018-07-02,BEAR,Bear Leg,OAR,NORMAL,SAR,TR,,
2018-07-03,TR,TR,OIM,DOJI,SWR,BEAR,,
2018-07-04,BEAR,TR,OIM,DOJI,WBR,TR,,
2018-07-05,BEAR,Bull Leg,OBR,HUGE OPEN,SBR,BEAR,,
2018-07-06,BULL,TR,OOH,NORMAL,WAR,TR,,
2018-07-09,BEAR,TR,OAR,NORMAL,SAR,BULL,,
2018-07-10,BULL,TR,OIM,DOJI,SWR,TR,,
2018-07-11,BEAR,Bear Leg,OIM,DOJI,SWR,TR,,
2018-07-12,TR,Bear Leg,OOL,NORMAL,SWR,BEAR,,
2018-07-13,BEAR,Bear Leg,OOL,DOJI,SWR,BEAR,,
2018-07-16,BULL,Bear Leg,OBR,NORMAL,SBR,BEAR,,
2018-07-17,BULL,Bull Leg,OOL,DOJI,SWR,BEAR,,
2018-07-18,BEAR,Bear Leg,OOH,NORMAL,SWR,BULL,,
2018-07-19,TR,TR,OIM,NORMAL,SWR,TR,,
2018-07-20,TR,TR,OOL,DOJI,SWR,TR,,
2018-07-23,TR,Bull Leg,OAR,DOJI,SAR,TR,,
2018-07-24,BULL,Bear Leg,OOH,NORMAL,WAR,TR,,
2018-07-25,TR,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-07-26,BULL,Bear Leg,OOH,NORMAL,SWR,TR,,
2018-07-27,BULL,Bull Leg,OIM,DOJI,SWR,BEAR,,
2018-07-30,BULL,Bear Leg,OOH,DOJI,WAR,BULL,,
2018-07-31,BEAR,TR,OIM,DOJI,WBR,TR,,
2018-08-01,BULL,Bull Leg,OBR,NORMAL,SBR,BEAR,,
2018-08-02,BEAR,Bull Leg,OOH,DOJI,SWR,BULL,,
2018-08-03,BEAR,Bear Leg,OIM,DOJI,SWR,TR,,
2018-08-06,TR,Bear Leg,OIM,NORMAL,SWR,BEAR,,
2018-08-07,BEAR,Bear Leg,OIM,NORMAL,SWR,BEAR,,
2018-08-08,TR,Bull Leg,OIM,NORMAL,SWR,BEAR,,
2018-08-09,BULL,TR,OIM,NORMAL,WAR,TR,,
2018-08-10,BULL,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-08-13,BEAR,Bull Leg,OBR,NORMAL,SBR,BEAR,,
2018-08-14,TR,TR,OOH,DOJI,SWR,TR,,
2018-08-16,BULL,Bull Leg,OBR,HUGE OPEN,SBR,TR,,
2018-08-17,TR,Bull Leg,OAR,NORMAL,SAR,BULL,,
2018-08-20,BULL,Bull Leg,OAR,DOJI,SWR,BULL,,
2018-08-21,BEAR,TR,OOH,DOJI,SWR,BULL,,
2018-08-23,BEAR,Bear Leg,OOL,HUGE OPEN,WBR,TR,,
2018-08-24,TR,TR,OOL,NORMAL,SWR,BEAR,,
2018-08-27,TR,Bull Leg,OIM,NORMAL,SWR,BEAR,,
2018-08-28,BEAR,TR,OAR,NORMAL,SAR,BULL,,
2018-08-29,TR,TR,OIM,DOJI,SWR,BEAR,,
2018-08-30,TR,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-08-31,BULL,Bull Leg,OOL,NORMAL,SWR,BEAR,,
2018-09-03,BEAR,Bear Leg,OAR,NORMAL,SAR,BULL,,
2018-09-04,BEAR,Bear Leg,OIM,NORMAL,SWR,BEAR,,
2018-09-05,BULL,Bull Leg,OOL,DOJI,WBR,BEAR,,
2018-09-06,TR,Bull Leg,OOH,NORMAL,SWR,BULL,,
2018-09-07,BULL,Bull Leg,OOH,NORMAL,WAR,TR,,
2018-09-10,BEAR,Bull Leg,OIM,NORMAL,SWR,BULL,,
2018-09-11,TR,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-09-12,BEAR,TR,OOL,NORMAL,WBR,BEAR,,
2018-09-14,BEAR,Bull Leg,OOH,NORMAL,SWR,BEAR,,
2018-09-17,TR,Bear Leg,OBR,NORMAL,SBR,TR,,
2018-09-18,BEAR,Bear Leg,OBR,NORMAL,SBR,BEAR,,
2018-09-19,BEAR,TR,OIM,NORMAL,SWR,BEAR,,
2018-09-21,BULL,Bear Leg,OAR,NORMAL,SWR,TR,,
2018-09-24,TR,Bear Leg,OOH,NORMAL,SWR,TR,,
2018-09-25,BEAR,Bull Leg,OOL,DOJI,WBR,BEAR,,
2018-09-26,BEAR,Bear Leg,OOH,DOJI,SWR,TR,,
2018-09-27,TR,Bear Leg,OIM,DOJI,SWR,BEAR,,
2018-09-28,TR,TR,OIM,NORMAL,SWR,BEAR,,
2018-10-01,BULL,Bull Leg,OIM,NORMAL,SWR,TR,,
2018-10-03,BEAR,Bull Leg,OOH,DOJI,SWR,BULL,,
2018-10-04,BULL,Bear Leg,OBR,DOJI,SWR,TR,,
2018-10-05,TR,Bear Leg,OOL,NORMAL,SWR,TR,,
2018-10-08,BEAR,Bear Leg,OOL,DOJI,WBR,BEAR,,
2018-10-09,BEAR,Bear Leg,OBR,NORMAL,SBR,TR,,
2018-10-10,BEAR,Bull Leg,OIM,NORMAL,SWR,TR,,
2018-10-11,BULL,TR,OBR,DOJI,SBR,BULL,,
2018-10-12,TR,TR,OOH,DOJI,SWR,TR,,
2018-10-15,BEAR,Bull Leg,OIM,NORMAL,SWR,TR,,
2018-10-16,BULL,TR,OOH,DOJI,WAR,TR,,
2018-10-17,BEAR,Bear Leg,OAR,HUGE OPEN,SWR,TR,,
2018-10-19,TR,Bear Leg,OBR,DOJI,SWR,BEAR,,
2018-10-22,BEAR,Bear Leg,OIM,NORMAL,SWR,BEAR,,
2018-10-23,BULL,Bear Leg,OOL,NORMAL,SWR,BEAR,,
2018-10-24,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-10-25,BEAR,Bear Leg,OBR,DOJI,SWR,BEAR,,
2018-10-26,BULL,Bull Leg,OOL,NORMAL,SWR,BEAR,,
2018-10-29,BULL,Bull Leg,OIM,NORMAL,SWR,TR,,
2018-10-30,TR,Bear Leg,OAR,NORMAL,SAR,BULL,,
2018-10-31,BEAR,Bull Leg,OIM,NORMAL,WBR,TR,,
2018-11-01,BEAR,Bear Leg,OAR,DOJI,SAR,TR,,
2018-11-02,BULL,Bull Leg,OIM,NORMAL,SWR,TR,,
2018-11-05,TR,TR,OOH,NORMAL,SWR,BULL,,
2018-11-06,TR,Bear Leg,OAR,HUGE OPEN,SAR,TR,,
2018-11-07,,,OIM,NORMAL,SWR,TR,,
2018-11-09,BULL,Bull Leg,OBR,HUGE OPEN,SWR,TR,,
2018-11-12,BEAR,Bear Leg,OOL,NORMAL,WBR,TR,,
2018-11-13,BULL,Bear Leg,OBR,NORMAL,SBR,BEAR,,
2018-11-14,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-11-15,BEAR,Bull Leg,OOL,NORMAL,SWR,BEAR,,
2018-11-16,BEAR,TR,OOH,DOJI,SWR,TR,,
2018-11-19,BEAR,Bull Leg,OIM,NORMAL,SWR,TR,,
2018-11-20,BULL,Bear Leg,OOH,NORMAL,WAR,BULL,,
2018-11-21,TR,TR,OOL,NORMAL,SWR,TR,,
2018-11-22,BEAR,Bear Leg,OIM,DOJI,SWR,TR,,
2018-11-26,BEAR,Bull Leg,OIM,HUGE OPEN,WBR,BEAR,,
2018-11-27,BULL,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-11-28,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2018-11-29,BULL,TR,OOL,NORMAL,WBR,BEAR,,
2018-11-30,BULL,Bear Leg,OBR,DOJI,SWR,TR,,
2018-12-03,TR,Bull Leg,OOH,NORMAL,WBR,TR,,
2018-12-04,TR,Bear Leg,OAR,DOJI,SAR,TR,,
2018-12-05,TR,Bear Leg,OBR,NORMAL,SBR,BEAR,,
2018-12-06,BEAR,Bear Leg,OBR,DOJI,SBR,BEAR,,
2018-12-07,TR,TR,OOL,NORMAL,WBR,BEAR,,
2018-12-10,BULL,Bear Leg,OBR,NORMAL,SBR,TR,,
2018-12-11,TR,Bull Leg,OBR,NORMAL,SBR,BEAR,,
2018-12-12,BULL,Bull Leg,OOH,NORMAL,WAR,BULL,,
2018-12-13,TR,TR,OOH,NORMAL,WAR,BULL,,
2018-12-14,BULL,TR,OOL,HUGE OPEN,WBR,TR,,
2018-12-17,BULL,Bull Leg,OOH,NORMAL,WAR,TR,,
2018-12-18,TR,TR,OOH,NORMAL,WAR,BULL,,
2018-12-19,BEAR,TR,OOH,NORMAL,SWR,TR,,
2018-12-20,BULL,Bull Leg,OBR,DOJI,SWR,BEAR,,
2018-12-21,BULL,Bear Leg,OOH,NORMAL,WAR,BULL,,
2018-12-24,BULL,Bear Leg,OOL,NORMAL,SWR,TR,,
2018-12-26,BEAR,Bull Leg,OBR,DOJI,SWR,BEAR,,
2018-12-27,BEAR,Bear Leg,OAR,NORMAL,SWR,TR,,
2018-12-28,TR,TR,OOL,NORMAL,SWR,BEAR,,
2018-12-31,BULL,Bear Leg,OAR,NORMAL,SAR,BULL,,
2019-01-01,BEAR,Bull Leg,OOH,HUGE OPEN,WBR,TR,,
2019-01-02,TR,Bear Leg,OBR,DOJI,SWR,TR,,
2019-01-03,BULL,Bear Leg,OOL,DOJI,SWR,BEAR,,
2019-01-04,TR,TR,OOH,NORMAL,WAR,BEAR,,
2019-01-07,BULL,TR,OAR,NORMAL,SAR,BULL,,
2019-01-08,BULL,Bull Leg,OIM,NORMAL,WAR,TR,,
2019-01-09,TR,Bull Leg,OAR,NORMAL,SAR,BULL,,
2019-01-10,BULL,TR,OAR,NORMAL,SAR,BULL,,
2019-01-11,TR,Bear Leg,OOH,NORMAL,WAR,TR,,
2019-01-14,TR,Bull Leg,OOL,NORMAL,WBR,BEAR,,
2019-01-15,BEAR,Bull Leg,OOH,NORMAL,SWR,TR,,
2019-01-16,BULL,TR,OAR,NORMAL,SWR,TR,,
2019-01-17,TR,Bear Leg,OIM,DOJI,SWR,TR,,
2019-01-18,BEAR,TR,OIM,NORMAL,SWR,TR,,
2019-01-21,TR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-01-22,BEAR,TR,OOL,NORMAL,WBR,BEAR,,
2019-01-23,TR,TR,OAR,NORMAL,SWR,TR,,
2019-01-24,BEAR,Bear Leg,OIM,HUGE OPEN,WBR,TR,,
2019-01-25,TR,Bear Leg,OIM,NORMAL,SWR,BEAR,,
2019-01-28,BEAR,TR,OOL,NORMAL,SWR,TR,,
2019-01-29,TR,Bull Leg,OIM,DOJI,SWR,TR,,
2019-01-30,BULL,Bear Leg,OOH,NORMAL,WAR,TR,,
2019-01-31,BULL,Bull Leg,OOH,NORMAL,SWR,TR,,
2019-02-01,TR,Bear Leg,OOH,NORMAL,WAR,TR,,
2019-02-04,TR,TR,OOL,DOJI,WBR,TR,,
2019-02-05,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-02-06,BEAR,Bull Leg,OOL,NORMAL,WBR,BEAR,,
2019-02-07,BULL,Bull Leg,OOH,NORMAL,WAR,TR,,
2019-02-08,TR,Bear Leg,OBR,HUGE OPEN,SBR,BULL,,
2019-02-11,TR,Bull Leg,OIM,NORMAL,SWR,TR,,
2019-02-12,TR,Bear Leg,OOH,DOJI,WAR,TR,,
2019-02-13,BEAR,Bull Leg,OIM,NORMAL,SWR,TR,,
2019-02-14,BULL,Bull Leg,OOH,NORMAL,WAR,TR,,
2019-02-15,BEAR,Bull Leg,OOH,NORMAL,SWR,BULL,,
2019-02-18,BEAR,Bull Leg,OAR,NORMAL,SWR,TR,,
2019-02-19,BEAR,Bull Leg,OAR,NORMAL,SWR,TR,,
2019-02-20,TR,TR,OIM,NORMAL,SWR,TR,,
2019-02-21,TR,Bull Leg,OIM,DOJI,WAR,TR,,
2019-02-22,TR,Bull Leg,OOH,NORMAL,SWR,BULL,,
2019-02-25,BULL,TR,OOH,NORMAL,WAR,BULL,,
2019-02-26,BULL,Bull Leg,OBR,HUGE OPEN,SWR,TR,,
2019-02-27,BULL,Bear Leg,OAR,NORMAL,SWR,BULL,,
2019-02-28,BEAR,TR,OIM,NORMAL,SWR,BEAR,,
2019-03-01,TR,TR,OIM,DOJI,SWR,BEAR,,
2019-03-05,BEAR,Bull Leg,OOH,NORMAL,SWR,TR,,
2019-03-06,BEAR,Bear Leg,OOH,NORMAL,SWR,BULL,,
2019-03-07,BEAR,TR,OIM,NORMAL,SWR,BEAR,,
2019-03-08,BEAR,Bear Leg,OOL,NORMAL,WBR,TR,,
2019-03-11,TR,Bear Leg,OOL,DOJI,SWR,BEAR,,
2019-03-12,TR,TR,OOH,NORMAL,WAR,TR,,
2019-03-13,BEAR,TR,OIM,HUGE OPEN,WBR,TR,,
2019-03-14,TR,TR,OOL,HUGE OPEN,WBR,BEAR,,
2019-03-15,TR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-03-18,BULL,Bull Leg,OOH,DOJI,SWR,TR,,
2019-03-19,TR,Bull Leg,OIM,DOJI,SWR,TR,,
2019-03-20,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-03-22,TR,Bear Leg,OIM,DOJI,SWR,BEAR,,
2019-03-25,BEAR,Bear Leg,OBR,NORMAL,SBR,BEAR,,
2019-03-26,BULL,TR,OIM,DOJI,SWR,BEAR,,
2019-03-27,TR,Bear Leg,OAR,NORMAL,SAR,BULL,,
2019-03-28,BULL,TR,OBR,NORMAL,SBR,BEAR,,
2019-03-29,BULL,TR,OOH,NORMAL,WAR,BULL,,
2019-04-01,BULL,Bull Leg,OOH,HUGE OPEN,WAR,TR,,
2019-04-02,BULL,Bull Leg,OOH,DOJI,WAR,BULL,,
2019-04-03,TR,Bear Leg,OAR,NORMAL,SWR,BULL,,
2019-04-04,TR,Bull Leg,OOL,DOJI,SWR,TR,,
2019-04-05,BEAR,Bear Leg,OAR,NORMAL,SAR,BULL,,
2019-04-08,BEAR,Bear Leg,OIM,DOJI,SWR,TR,,
2019-04-09,BULL,Bull Leg,OOL,NORMAL,SWR,BEAR,,
2019-04-10,TR,Bull Leg,OOH,NORMAL,WAR,BULL,,
2019-04-11,BEAR,Bull Leg,OOH,NORMAL,WAR,BULL,,
2019-04-12,BEAR,TR,OOH,NORMAL,SWR,TR,,
2019-04-15,BULL,Bull Leg,OIM,HUGE OPEN,WAR,BEAR,,
2019-04-16,BEAR,Bull Leg,OAR,NORMAL,SWR,BULL,,
2019-04-18,TR,Bull Leg,OOH,DOJI,WAR,TR,,
2019-04-22,BEAR,Bull Leg,OIM,NORMAL,SWR,TR,,
2019-04-23,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-04-24,BEAR,Bear Leg,OOL,HUGE OPEN,WBR,TR,,
2019-04-25,TR,TR,OIM,NORMAL,SWR,TR,,
2019-04-26,BEAR,TR,OOL,HUGE OPEN,WBR,TR,,
2019-04-30,BEAR,TR,OOL,NORMAL,WBR,BEAR,,
2019-05-02,BULL,Bear Leg,OOL,DOJI,WBR,TR,,
2019-05-03,BULL,Bear Leg,OBR,HUGE OPEN,SWR,BEAR,,
2019-05-06,BEAR,TR,OOL,NORMAL,WBR,TR,,
2019-05-07,TR,Bear Leg,OIM,NORMAL,SWR,BEAR,,
2019-05-08,BULL,Bear Leg,OOL,DOJI,WBR,BEAR,,
2019-05-09,BEAR,Bull Leg,OOL,DOJI,WBR,BEAR,,
2019-05-10,BEAR,TR,OIM,NORMAL,SWR,TR,,
2019-05-13,TR,Bear Leg,OOL,NORMAL,SWR,TR,,
2019-05-14,BULL,Bull Leg,OBR,NORMAL,SWR,BEAR,,
2019-05-15,BEAR,Bear Leg,OOH,DOJI,SWR,BULL,,
2019-05-16,BEAR,Bull Leg,OIM,NORMAL,SWR,BEAR,,
2019-05-17,BEAR,Bull Leg,OIM,NORMAL,SWR,TR,,
2019-05-20,TR,Bull Leg,OAR,NORMAL,SAR,TR,,
2019-05-21,BEAR,Bear Leg,OIM,DOJI,SWR,BULL,,
2019-05-22,BEAR,Bull Leg,OOL,DOJI,SWR,BEAR,,
2019-05-23,BEAR,Bear Leg,OAR,HUGE OPEN,SWR,TR,,
2019-05-24,BULL,Bull Leg,OIM,NORMAL,SWR,BEAR,,
2019-05-27,BEAR,TR,OOH,NORMAL,SWR,BULL,,
2019-05-28,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-05-29,BEAR,Bear Leg,OOL,NORMAL,WBR,TR,,
2019-05-30,BULL,Bear Leg,OIM,DOJI,SWR,BEAR,,
2019-05-31,BEAR,Bear Leg,OOH,NORMAL,SWR,TR,,
2019-06-03,BULL,Bull Leg,OOL,NORMAL,SWR,BEAR,,
2019-06-04,TR,Bear Leg,OOH,NORMAL,WAR,BULL,,
2019-06-06,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-06-07,TR,TR,OOL,NORMAL,WBR,BEAR,,
2019-06-10,TR,Bear Leg,OOH,DOJI,SWR,TR,,
2019-06-11,BULL,Bull Leg,OIM,DOJI,SWR,TR,,
2019-06-12,BEAR,TR,OOH,DOJI,SWR,BULL,,
2019-06-13,BULL,TR,OBR,NORMAL,SBR,TR,,
2019-06-14,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-06-17,BEAR,Bear Leg,OOL,DOJI,WBR,BEAR,,
2019-06-18,BEAR,TR,OOL,NORMAL,SWR,BEAR,,
2019-06-19,BULL,Bear Leg,OOH,HUGE OPEN,WAR,TR,,
2019-06-20,TR,Bull Leg,OOL,DOJI,SWR,BEAR,,
2019-06-21,TR,Bull Leg,OIM,DOJI,SWR,BULL,,
2019-06-24,TR,TR,OIM,NORMAL,SWR,BULL,,
2019-06-25,BULL,Bull Leg,OIM,NORMAL,SWR,TR,,
2019-06-26,BULL,TR,OOH,NORMAL,WAR,BULL,,
2019-06-27,BULL,Bull Leg,OOH,NORMAL,WAR,TR,,
2019-06-28,TR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-07-01,TR,Bull Leg,OIM,DOJI,SWR,BEAR,,
2019-07-02,BEAR,Bear Leg,OIM,NORMAL,SWR,BULL,,
2019-07-03,BULL,Bear Leg,OIM,DOJI,SWR,BEAR,,
2019-07-04,TR,Bull Leg,OOL,DOJI,SWR,TR,,
2019-07-05,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-07-08,BEAR,Bear Leg,OBR,NORMAL,SBR,BEAR,,
2019-07-09,BULL,TR,OOL,NORMAL,SWR,BEAR,,
2019-07-10,BEAR,Bear Leg,OOH,NORMAL,SWR,BULL,,
2019-07-11,BULL,Bull Leg,OIM,DOJI,SWR,TR,,
2019-07-12,TR,Bull Leg,OOH,NORMAL,SWR,BULL,,
2019-07-15,BULL,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-07-16,BULL,Bull Leg,OIM,HUGE OPEN,WAR,TR,,
2019-07-17,BEAR,TR,OOH,NORMAL,SWR,BULL,,
2019-07-18,BEAR,Bear Leg,OOL,NORMAL,WBR,TR,,
2019-07-19,BEAR,Bear Leg,OOL,NORMAL,WBR,BEAR,,
2019-07-22,BULL,TR,OOL,NORMAL,SWR,BEAR,,
2019-07-23,TR,TR,OIM,NORMAL,WBR,TR,,
2019-07-24,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-07-25,BEAR,Bear Leg,OOL,NORMAL,WBR,BEAR,,
2019-07-26,BULL,Bull Leg,OBR,NORMAL,SWR,BEAR,,
2019-07-29,TR,Bear Leg,OOH,NORMAL,SWR,BULL,,
2019-07-30,TR,Bear Leg,OOL,NORMAL,WBR,BEAR,,
2019-07-31,BULL,TR,OOL,NORMAL,SWR,BEAR,,
2019-08-01,BEAR,Bear Leg,OOH,DOJI,SWR,BULL,,
2019-08-02,BULL,Bull Leg,OOL,NORMAL,SWR,BEAR,,
2019-08-05,BEAR,TR,OOL,NORMAL,WBR,TR,,
2019-08-06,BULL,Bear Leg,OOL,NORMAL,SWR,BEAR,,
2019-08-07,TR,Bear Leg,OOL,NORMAL,WBR,TR,,
2019-08-08,BULL,Bull Leg,OOL,NORMAL,SWR,BEAR,,
2019-08-09,BEAR,TR,OOH,DOJI,SWR,BULL,,
2019-08-13,TR,Bear Leg,OIM,NORMAL,SWR,TR,,
2019-08-14,BEAR,Bear Leg,OIM,DOJI,SWR,TR,,
2019-08-16,TR,Bull Leg,OOL,NORMAL,WBR,TR,,
2019-08-19,BEAR,TR,OOH,NORMAL,SWR,TR,,
2019-08-20,BULL,Bull Leg,OOL,DOJI,SWR,TR,,
2019-08-21,BEAR,Bear Leg,OIM,NORMAL,SWR,BULL,,
2019-08-22,TR,Bear Leg,OOL,DOJI,SWR,BEAR,,
2019-08-23,BEAR,Bull Leg,OIM,NORMAL,SWR,BEAR,,
2019-08-26,BEAR,TR,OAR,HUGE OPEN,SWR,BULL,,
2019-08-27,TR,Bull Leg,OIM,DOJI,SWR,TR,,
2019-08-28,BULL,Bear Leg,OOH,NORMAL,WAR,BULL,,
2019-08-29,BULL,Bear Leg,OOL,NORMAL,WBR,TR,,
2019-08-30,TR,TR,OIM,DOJI,SWR,TR,,
2019-09-03,TR,TR,OOL,NORMAL,WBR,TR,,
2019-09-04,BEAR,Bear Leg,OOL,NORMAL,SWR,TR,,
2019-09-05,TR,Bull Leg,OIM,NORMAL,SWR,TR,,
2019-09-06,BEAR,Bull Leg,OOH,NORMAL,WAR,BULL,,
2019-09-09,TR,Bull Leg,OIM,NORMAL,SWR,BULL,,
2019-09-11,BULL,Bull Leg,OAR,DOJI,SAR,BULL,,
